Fitts Law Experiment
Subject T: BcaD
FOV: 87.95473
Width: 1920
Height: 1080
XRHieght: 1600
XRWidth: 1344
Target# Filter? Time Touch Pos Touch Rot Head Pos Head Rot xfilter yfilter zfilter
1 0 82.65533 (0.8694, 29.4718, -4.9227) (-0.2064, -0.0919, 0.3039, 0.9255) (0.4052, 29.9422, -4.8232) (-0.0299, 0.0458, -0.0217, -0.9983) -29.55868 32.62246 89.78897
2 0 83.33306 (1.0097, 29.5240, -4.8874) (-0.2216, 0.1482, 0.3069, 0.9136) (0.4170, 29.9422, -4.8236) (-0.0334, -0.0022, -0.0102, -0.9994) 13.48025 49.59911 85.78001
3 0 84.05545 (0.8953, 29.3983, -4.9440) (-0.1063, -0.0888, 0.3074, 0.9414) (0.4177, 29.9401, -4.8266) (-0.0459, 0.0215, -0.0088, -0.9987) -23.25407 14.55859 96.16286
4 0 84.65543 (0.9515, 29.5298, -4.9239) (-0.2951, 0.0686, 0.3051, 0.9028) (0.4208, 29.9424, -4.8347) (-0.0308, 0.0147, -0.0059, -0.9994) -5.615951 57.47783 81.63799
5 0 85.4332 (0.9619, 29.3463, -4.9196) (-0.0343, -0.0047, 0.3686, 0.9289) (0.4210, 29.9409, -4.8245) (-0.0421, 0.0111, -0.0052, -0.9990) -3.411021 6.030402 99.7597
6 0 86.08882 (0.9235, 29.4638, -4.9285) (-0.2714, -0.0148, 0.3376, 0.9012) (0.4214, 29.9423, -4.8279) (-0.0325, 0.0219, -0.0087, -0.9992) -21.0048 47.91863 85.22091
7 0 86.62218 (1.0347, 29.3618, -4.9164) (-0.0504, 0.0914, 0.3878, 0.9158) (0.4312, 29.9401, -4.8213) (-0.0478, -0.0143, -0.0004, -0.9988) 12.83406 16.3215 97.82073
-1 0 89.63347 (0.9507, 29.3293, -4.9149) (-0.0036, -0.0259, 0.3799, 0.9246) (0.4192, 29.9358, -4.8131) (-0.0772, 0.0178, -0.0093, -0.9968) -5.059278 -1.290613 99.86359
0 0 90.88909 (1.0427, 29.4087, -4.8546) (-0.1023, 0.1836, 0.3627, 0.9079) (0.4219, 29.9370, -4.8009) (-0.0721, -0.0186, -0.0001, -0.9972) 25.92447 31.89469 91.16277
1 0 91.93367 (0.8416, 29.4298, -4.9301) (-0.2134, -0.1183, 0.3071, 0.9198) (0.4096, 29.9384, -4.8167) (-0.0623, 0.0651, -0.0143, -0.9958) -34.87165 32.0017 88.09007
2 0 93.66696 (0.9953, 29.4989, -4.8852) (-0.2316, 0.1664, 0.3030, 0.9093) (0.4255, 29.9411, -4.8238) (-0.0440, 0.0036, 0.0017, -0.9990) 16.23395 52.20183 83.73427
3 0 94.61166 (0.8701, 29.3696, -4.9458) (-0.1036, -0.1189, 0.3385, 0.9277) (0.4181, 29.9381, -4.8222) (-0.0598, 0.0427, -0.0074, -0.9973) -29.08 11.16366 95.02487
4 0 96.12273 (0.9281, 29.5032, -4.8999) (-0.3110, 0.0682, 0.2789, 0.9060) (0.4191, 29.9402, -4.8148) (-0.0487, 0.0287, -0.0031, -0.9984) -4.978233 60.1518 79.73067
5 0 97.25616 (0.9251, 29.3016, -4.8894) (-0.0092, -0.0275, 0.3930, 0.9191) (0.4136, 29.9359, -4.7965) (-0.0763, 0.0266, -0.0091, -0.9967) -5.782985 -0.4699346 99.83154
6 0 98.4894 (0.8819, 29.4517, -4.9133) (-0.3031, -0.0434, 0.2713, 0.9125) (0.4108, 29.9381, -4.8016) (-0.0634, 0.0347, -0.0119, -0.9973) -24.36765 52.96502 81.24607
7 0 99.47832 (1.0272, 29.3243, -4.8755) (-0.0112, 0.1024, 0.3840, 0.9176) (0.4269, 29.9352, -4.7927) (-0.0836, -0.0137, 0.0099, -0.9964) 17.93851 9.916923 97.87679
8 0 100.5342 (0.8993, 29.4035, -4.9416) (-0.2206, -0.1212, 0.3216, 0.9128) (0.4210, 29.9365, -4.8060) (-0.0739, 0.0180, 0.0011, -0.9971) -36.31119 32.47868 87.3306
9 0 103.2897 (0.7077, 29.4615, -4.8950) (-0.1008, 0.1939, 0.3679, 0.9038) (0.2465, 29.9466, -4.8237) (-0.0572, -0.0872, 0.0234, -0.9943) 27.6353 32.49219 90.44638
10 0 104.2787 (0.5414, 29.3951, -4.9813) (-0.0943, -0.1140, 0.3403, 0.9286) (0.2459, 29.9417, -4.8393) (-0.0809, 0.0399, 0.0061, -0.9959) -27.58946 9.752963 95.6227
11 0 105.2788 (0.6687, 29.5447, -4.9395) (-0.2316, 0.1706, 0.3060, 0.9075) (0.2587, 29.9492, -4.8483) (-0.0310, -0.0213, 0.0234, -0.9990) 16.80108 52.47581 83.45066
12 0 106.2013 (0.6049, 29.3628, -4.9702) (-0.0067, -0.0184, 0.3567, 0.9340) (0.2569, 29.9433, -4.8451) (-0.0698, -0.0080, 0.0149, -0.9974) -3.91141 -0.06778827 99.92345
13 0 106.9568 (0.6066, 29.5364, -4.9762) (-0.3045, 0.0886, 0.2935, 0.9018) (0.2553, 29.9482, -4.8514) (-0.0368, -0.0019, 0.0140, -0.9992) -1.898558 60.11309 79.89251
